zahlungs_id,bestell_id,zahlungsart,zahlungsdatum,zahlungsstatus
523,523,PayPal,2025-01-14,Erfolgreich
524,524,PayPal,2024-05-03,Erfolgreich
525,525,Sofortüberweisung,2026-01-12,Fehlgeschlagen
526,526,Kreditkarte,2024-05-10,Erfolgreich
527,527,SEPA,2024-10-23,Erfolgreich
528,528,Kreditkarte,2024-12-10,Erfolgreich
529,529,Sofortüberweisung,2024-11-01,Erfolgreich
530,530,Sofortüberweisung,2024-06-01,Fehlgeschlagen
531,531,SEPA,2024-11-14,Fehlgeschlagen
532,532,PayPal,2025-06-28,Fehlgeschlagen
533,533,Kreditkarte,2025-09-10,Erfolgreich
534,534,Sofortüberweisung,2024-04-12,Erfolgreich
535,535,SEPA,2024-06-16,Erfolgreich
536,536,Sofortüberweisung,2024-11-22,Erfolgreich
537,537,PayPal,2024-08-07,Fehlgeschlagen
538,538,Sofortüberweisung,2025-03-23,Erfolgreich
539,539,Sofortüberweisung,2024-08-17,Erfolgreich
540,540,Sofortüberweisung,2024-08-10,Fehlgeschlagen
541,541,PayPal,2024-10-31,Erfolgreich
542,542,PayPal,2024-09-01,Erfolgreich
543,543,PayPal,2025-10-24,Erfolgreich
544,544,Kreditkarte,2025-05-08,Fehlgeschlagen
545,545,PayPal,2024-05-23,Fehlgeschlagen
546,546,PayPal,2026-02-03,Erfolgreich
547,547,Sofortüberweisung,2024-09-21,Erfolgreich
548,548,Kreditkarte,2025-08-29,Erfolgreich
549,549,Sofortüberweisung,2026-01-05,Erfolgreich
550,550,SEPA,2024-11-07,Erfolgreich
551,551,PayPal,2024-05-14,Erfolgreich
552,552,SEPA,2025-12-04,Erfolgreich
553,553,SEPA,2024-07-30,Erfolgreich
554,554,Kreditkarte,2024-03-21,Fehlgeschlagen
555,555,Sofortüberweisung,2025-10-05,Erfolgreich
556,556,Kreditkarte,2026-01-20,Erfolgreich
557,557,Sofortüberweisung,2025-12-05,Erfolgreich
558,558,PayPal,2025-08-18,Erfolgreich
559,559,PayPal,2025-08-19,Fehlgeschlagen
560,560,SEPA,2025-09-26,Erfolgreich
561,561,Sofortüberweisung,2025-09-06,Erfolgreich
562,562,Kreditkarte,2025-11-25,Erfolgreich
563,563,Kreditkarte,2025-05-15,Fehlgeschlagen
564,564,Kreditkarte,2024-07-27,Erfolgreich
565,565,Sofortüberweisung,2025-09-14,Fehlgeschlagen
566,566,Kreditkarte,2025-01-13,Erfolgreich
567,567,PayPal,2024-07-18,Erfolgreich
568,568,PayPal,2025-04-03,Erfolgreich
569,569,Sofortüberweisung,2025-06-23,Erfolgreich
570,570,Sofortüberweisung,2025-04-19,Erfolgreich
571,571,Kreditkarte,2025-04-04,Erfolgreich
572,572,SEPA,2024-11-27,Erfolgreich
573,573,SEPA,2024-07-04,Erfolgreich
574,574,SEPA,2024-07-07,Erfolgreich
575,575,SEPA,2025-12-03,Erfolgreich
576,576,SEPA,2025-10-22,Erfolgreich
577,577,SEPA,2025-12-22,Fehlgeschlagen
578,578,Kreditkarte,2024-03-10,Erfolgreich
579,579,Sofortüberweisung,2025-03-16,Erfolgreich
580,580,PayPal,2026-02-02,Erfolgreich
581,581,Sofortüberweisung,2024-04-12,Fehlgeschlagen
582,582,Sofortüberweisung,2025-03-05,Fehlgeschlagen
583,583,PayPal,2025-02-14,Erfolgreich
584,584,PayPal,2024-09-14,Erfolgreich
585,585,PayPal,2025-12-23,Erfolgreich
586,586,PayPal,2024-11-14,Erfolgreich
587,587,Kreditkarte,2024-08-25,Erfolgreich
588,588,PayPal,2025-09-04,Erfolgreich
589,589,SEPA,2026-01-01,Erfolgreich
590,590,SEPA,2025-05-14,Erfolgreich
591,591,PayPal,2025-11-09,Erfolgreich
592,592,PayPal,2024-12-03,Erfolgreich
593,593,SEPA,2025-02-17,Erfolgreich
594,594,PayPal,2024-07-21,Erfolgreich
595,595,Kreditkarte,2024-11-25,Erfolgreich
596,596,PayPal,2024-08-03,Fehlgeschlagen
597,597,SEPA,2025-05-19,Erfolgreich
598,598,Sofortüberweisung,2025-05-16,Erfolgreich
599,599,PayPal,2026-02-02,Erfolgreich
600,600,Kreditkarte,2024-08-13,Erfolgreich
601,601,SEPA,2024-07-29,Erfolgreich
602,602,Kreditkarte,2025-03-14,Erfolgreich
603,603,PayPal,2024-02-27,Erfolgreich
604,604,Sofortüberweisung,2024-10-25,Erfolgreich
605,605,PayPal,2024-08-13,Fehlgeschlagen
606,606,Sofortüberweisung,2025-07-27,Erfolgreich
607,607,Kreditkarte,2025-10-23,Erfolgreich
608,608,Sofortüberweisung,2024-10-18,Fehlgeschlagen
609,609,Sofortüberweisung,2025-05-11,Erfolgreich
610,610,SEPA,2024-11-23,Erfolgreich
611,611,PayPal,2024-09-24,Erfolgreich
612,612,Kreditkarte,2024-07-13,Erfolgreich
613,613,SEPA,2024-04-27,Fehlgeschlagen
614,614,SEPA,2025-03-27,Fehlgeschlagen
615,615,PayPal,2024-07-04,Fehlgeschlagen
616,616,SEPA,2024-10-11,Erfolgreich
617,617,Kreditkarte,2024-11-25,Erfolgreich
618,618,Kreditkarte,2025-12-19,Fehlgeschlagen
619,619,Sofortüberweisung,2025-03-05,Erfolgreich
620,620,Sofortüberweisung,2025-12-08,Fehlgeschlagen
621,621,Kreditkarte,2024-08-17,Erfolgreich
622,622,Sofortüberweisung,2026-02-08,Fehlgeschlagen
623,623,PayPal,2025-03-03,Fehlgeschlagen
624,624,Kreditkarte,2025-01-10,Erfolgreich
625,625,PayPal,2025-01-27,Erfolgreich
626,626,PayPal,2024-04-17,Fehlgeschlagen
627,627,Sofortüberweisung,2025-05-22,Erfolgreich
628,628,Sofortüberweisung,2025-09-15,Erfolgreich
629,629,PayPal,2025-12-20,Erfolgreich
630,630,Kreditkarte,2026-01-01,Erfolgreich
631,631,Kreditkarte,2024-11-07,Erfolgreich
632,632,PayPal,2024-12-02,Erfolgreich
633,633,PayPal,2025-01-06,Fehlgeschlagen
634,634,SEPA,2025-11-21,Fehlgeschlagen
635,635,SEPA,2025-03-31,Fehlgeschlagen
636,636,PayPal,2024-10-09,Erfolgreich
637,637,Kreditkarte,2024-08-19,Erfolgreich
638,638,Sofortüberweisung,2025-06-15,Erfolgreich
639,639,Sofortüberweisung,2024-03-21,Erfolgreich
640,640,Sofortüberweisung,2025-04-19,Erfolgreich
641,641,Kreditkarte,2025-08-12,Erfolgreich
642,642,PayPal,2026-01-27,Erfolgreich
643,643,Sofortüberweisung,2025-05-01,Erfolgreich
644,644,SEPA,2025-01-05,Erfolgreich
645,645,Sofortüberweisung,2024-09-18,Fehlgeschlagen
646,646,Kreditkarte,2024-09-17,Erfolgreich
647,647,Sofortüberweisung,2025-05-03,Erfolgreich
648,648,PayPal,2024-09-02,Erfolgreich
649,649,Kreditkarte,2025-10-25,Fehlgeschlagen
650,650,Kreditkarte,2024-04-23,Erfolgreich
651,651,Sofortüberweisung,2025-06-22,Erfolgreich
652,652,PayPal,2025-02-07,Fehlgeschlagen
653,653,Kreditkarte,2024-04-30,Erfolgreich
654,654,Kreditkarte,2025-09-11,Erfolgreich
655,655,SEPA,2024-12-18,Erfolgreich
656,656,SEPA,2024-11-19,Erfolgreich
657,657,Sofortüberweisung,2025-01-25,Erfolgreich
658,658,Sofortüberweisung,2024-04-02,Fehlgeschlagen
659,659,Kreditkarte,2025-01-16,Erfolgreich
660,660,Sofortüberweisung,2025-07-02,Erfolgreich
661,661,SEPA,2025-05-07,Erfolgreich
662,662,Kreditkarte,2024-11-03,Erfolgreich
663,663,PayPal,2024-10-29,Erfolgreich
664,664,Sofortüberweisung,2026-02-06,Erfolgreich
665,665,Kreditkarte,2025-11-27,Erfolgreich
666,666,PayPal,2024-06-10,Erfolgreich
667,667,Sofortüberweisung,2024-11-05,Erfolgreich
668,668,Kreditkarte,2025-09-15,Erfolgreich
669,669,Kreditkarte,2026-01-11,Erfolgreich
670,670,Kreditkarte,2024-04-05,Erfolgreich
671,671,PayPal,2026-01-27,Erfolgreich
672,672,Sofortüberweisung,2024-09-06,Erfolgreich
673,673,SEPA,2024-03-16,Erfolgreich
674,674,Sofortüberweisung,2025-10-07,Fehlgeschlagen
675,675,Sofortüberweisung,2025-03-27,Erfolgreich
676,676,PayPal,2025-05-24,Erfolgreich
677,677,Kreditkarte,2024-05-04,Erfolgreich
678,678,Kreditkarte,2025-07-01,Erfolgreich
679,679,PayPal,2024-05-19,Erfolgreich
680,680,SEPA,2025-02-05,Erfolgreich
681,681,Sofortüberweisung,2024-08-23,Erfolgreich
682,682,PayPal,2024-12-09,Erfolgreich
683,683,PayPal,2024-11-21,Erfolgreich
684,684,PayPal,2024-12-18,Erfolgreich
685,685,Kreditkarte,2026-01-17,Erfolgreich
686,686,PayPal,2024-07-14,Erfolgreich
687,687,Kreditkarte,2024-04-04,Erfolgreich
688,688,PayPal,2025-02-14,Erfolgreich
689,689,Sofortüberweisung,2024-04-29,Erfolgreich
690,690,SEPA,2025-10-01,Erfolgreich
691,691,SEPA,2026-02-06,Erfolgreich
692,692,Kreditkarte,2025-04-13,Erfolgreich
693,693,Kreditkarte,2025-05-23,Erfolgreich
694,694,SEPA,2025-10-27,Erfolgreich
695,695,Sofortüberweisung,2024-07-25,Erfolgreich
696,696,PayPal,2025-09-24,Erfolgreich
697,697,SEPA,2026-01-09,Erfolgreich
698,698,PayPal,2025-10-08,Erfolgreich
699,699,Kreditkarte,2025-02-25,Erfolgreich
700,700,PayPal,2024-06-27,Erfolgreich
701,701,SEPA,2025-12-16,Erfolgreich
702,702,Kreditkarte,2025-07-10,Erfolgreich
703,703,Kreditkarte,2025-06-30,Erfolgreich
704,704,Kreditkarte,2025-09-29,Erfolgreich
705,705,SEPA,2024-12-12,Erfolgreich
706,706,Kreditkarte,2026-02-01,Erfolgreich
707,707,Sofortüberweisung,2024-12-13,Erfolgreich
708,708,Sofortüberweisung,2025-02-07,Erfolgreich
709,709,Kreditkarte,2024-05-26,Erfolgreich
710,710,Sofortüberweisung,2024-09-27,Erfolgreich
711,711,PayPal,2025-08-18,Erfolgreich
712,712,PayPal,2024-06-02,Erfolgreich
713,713,Kreditkarte,2025-10-30,Fehlgeschlagen
714,714,SEPA,2025-05-16,Erfolgreich
715,715,Kreditkarte,2025-07-19,Erfolgreich
716,716,PayPal,2025-12-28,Erfolgreich
717,717,Sofortüberweisung,2025-01-20,Fehlgeschlagen
718,718,PayPal,2025-05-01,Fehlgeschlagen
719,719,PayPal,2025-08-19,Fehlgeschlagen
720,720,SEPA,2025-03-07,Erfolgreich
721,721,Sofortüberweisung,2026-02-09,Erfolgreich
722,722,Sofortüberweisung,2024-06-14,Erfolgreich
723,723,PayPal,2024-08-02,Erfolgreich
724,724,SEPA,2024-11-05,Erfolgreich
725,725,Kreditkarte,2024-03-26,Erfolgreich
726,726,SEPA,2026-01-29,Erfolgreich
727,727,Sofortüberweisung,2025-09-17,Erfolgreich
728,728,Kreditkarte,2025-09-19,Erfolgreich
729,729,SEPA,2024-03-22,Fehlgeschlagen
730,730,SEPA,2024-04-24,Erfolgreich
731,731,SEPA,2025-09-20,Erfolgreich
732,732,Sofortüberweisung,2024-05-22,Fehlgeschlagen
733,733,PayPal,2025-05-22,Erfolgreich
734,734,SEPA,2025-10-11,Erfolgreich
735,735,Kreditkarte,2026-02-06,Erfolgreich
736,736,Sofortüberweisung,2024-02-23,Erfolgreich
737,737,PayPal,2025-08-12,Erfolgreich
738,738,Sofortüberweisung,2025-03-17,Erfolgreich
739,739,SEPA,2024-05-14,Erfolgreich
740,740,PayPal,2026-02-09,Erfolgreich
741,741,Sofortüberweisung,2025-11-09,Erfolgreich
742,742,Kreditkarte,2024-10-07,Erfolgreich
743,743,Kreditkarte,2024-05-04,Erfolgreich
744,744,SEPA,2025-09-22,Erfolgreich
745,745,Kreditkarte,2025-09-23,Erfolgreich
746,746,PayPal,2025-01-28,Erfolgreich
747,747,Sofortüberweisung,2024-03-08,Erfolgreich
748,748,Sofortüberweisung,2025-01-29,Erfolgreich
749,749,Kreditkarte,2025-04-06,Erfolgreich
750,750,SEPA,2024-12-07,Erfolgreich
751,751,PayPal,2025-08-01,Fehlgeschlagen
752,752,SEPA,2024-05-10,Fehlgeschlagen
753,753,SEPA,2024-07-24,Fehlgeschlagen
754,754,PayPal,2024-03-16,Erfolgreich
755,755,Kreditkarte,2024-07-19,Fehlgeschlagen
756,756,Kreditkarte,2024-09-02,Fehlgeschlagen
757,757,SEPA,2024-05-11,Erfolgreich
758,758,SEPA,2024-12-08,Fehlgeschlagen
759,759,SEPA,2024-08-28,Fehlgeschlagen
760,760,Sofortüberweisung,2025-03-29,Erfolgreich
761,761,Sofortüberweisung,2025-05-02,Erfolgreich
762,762,Kreditkarte,2024-03-01,Erfolgreich
763,763,PayPal,2025-11-15,Erfolgreich
764,764,PayPal,2024-12-22,Fehlgeschlagen
765,765,SEPA,2024-02-19,Erfolgreich
766,766,PayPal,2024-09-08,Fehlgeschlagen
767,767,PayPal,2025-10-10,Erfolgreich
768,768,Sofortüberweisung,2025-01-12,Erfolgreich
769,769,PayPal,2025-09-09,Fehlgeschlagen
770,770,PayPal,2024-05-30,Erfolgreich
771,771,SEPA,2024-06-13,Fehlgeschlagen
772,772,Sofortüberweisung,2025-04-14,Fehlgeschlagen
773,773,Sofortüberweisung,2025-07-05,Erfolgreich
774,774,Sofortüberweisung,2025-02-05,Erfolgreich
775,775,SEPA,2025-12-08,Erfolgreich
776,776,Kreditkarte,2025-06-14,Fehlgeschlagen
777,777,SEPA,2024-09-26,Erfolgreich
778,778,PayPal,2025-10-03,Erfolgreich
779,779,SEPA,2025-12-05,Fehlgeschlagen
780,780,Kreditkarte,2024-12-04,Erfolgreich
781,781,Sofortüberweisung,2024-12-03,Erfolgreich
782,782,Kreditkarte,2025-12-03,Erfolgreich
783,783,SEPA,2025-05-29,Erfolgreich
784,784,Sofortüberweisung,2025-02-07,Fehlgeschlagen
785,785,PayPal,2024-09-09,Fehlgeschlagen
786,786,SEPA,2025-06-06,Fehlgeschlagen
787,787,SEPA,2024-03-21,Erfolgreich
788,788,Sofortüberweisung,2024-11-08,Erfolgreich
789,789,SEPA,2025-09-21,Erfolgreich
790,790,Sofortüberweisung,2025-09-08,Erfolgreich
791,791,Kreditkarte,2025-03-07,Erfolgreich
792,792,PayPal,2025-08-28,Erfolgreich
793,793,Sofortüberweisung,2025-12-02,Erfolgreich
794,794,Sofortüberweisung,2024-03-29,Erfolgreich
795,795,SEPA,2025-04-16,Erfolgreich
796,796,Kreditkarte,2024-06-21,Erfolgreich
797,797,Sofortüberweisung,2025-09-11,Erfolgreich
798,798,Kreditkarte,2024-04-04,Erfolgreich
799,799,SEPA,2025-06-08,Erfolgreich
800,800,Kreditkarte,2025-09-12,Erfolgreich
